voc_externalratingcommentsid,Overall Negative,Overall Neutral,Overall Positive,Sentence Sentiment,Sentence Positive,Sentence Neutral,Sentence Negative,Target,Assessment,Sentence,Overall Sentiment Score,Document Sentiment
8B0B7AAC-5ED7-EE11-904C-000D3A67B052,0.01,0.07,0.92,neutral,0.31,0.68,0.02,Garten/Poolanlage,hübscher,HOTEL: Große Anlage mit hübscher Garten/Poolanlage und feinsandigem flach abfallendem Strand.,0.91,positive
66653105-A6FF-EE11-9F89-7C1E52217B47,0.28,0.14,0.58,positive,0.52,0.47,0.01,Wohnblöcken,gemütlichen,Ruhige Zimmer in sehr gemütlichen Wohnblöcken.,0.3,mixed
7FC75E3C-8305-EF11-9F89-6045BDDDFB2D,0.01,0.11,0.88,positive,0.94,0.05,0.01,Ausstattung,toller,"\nGENERAL: Ein schönes, sehr gepflegtes Hotel mit toller Atmosphäre und Ausstattung. ",0.87,positive
8F0275E3-62D7-EE11-904C-000D3A67B052,0.08,0.16,0.76,positive,0.91,0.08,0.01,Anlage,Schöne,HOTEL: Schöne Anlage mit weitläufigem Garten in Richtung Strand.,0.68,mixed
55F7E42E-3AFA-EE11-A1FE-0022489AE2FC,0.29,0.09,0.62,neutral,0.02,0.5,0.48,Straße,nicht geeignet für Spaziergang,\nLOCATION: Vor dem hotel ist die Straße für ein Spaziergang nicht geeignet.,0.33,mixed
4F905AE5-9C05-EF11-9F89-002248A040F5,0.45,0.12,0.43,negative,0.01,0.31,0.68,Gäste,unzureichende Versorgung,Die Gäste wurden weder mit Getränken noch mit Besteck versorgt.,-0.02,mixed
333A6DD9-4B05-EF11-9F89-6045BDDF0E33,0.01,0.07,0.93,positive,0.99,0.01,0,Anlage,gepflegte,Sehr saubere Zimmer und gepflegte Anlage.,0.92,positive
7FEDDD3D-F105-EF11-9F89-6045BDDDFB2D,0.06,0.25,0.68,neutral,0.02,0.97,0.01,Gäste,aufmerksam,"Bei ihm merkt man, dass er darauf achtet, in welcher Reihenfolge die Gäste eintrudeln und versucht sie dementsprechend zu bedienen. ",0.62,mixed
DB7FAD14-1CFA-EE11-A1FE-0022489EDBA9,0.01,0.1,0.89,positive,0.99,0,0,Personal,nettes,Sehr nettes Personal - danke an Anja für die sehr sehr gute top Betruung und Organisation vor Ort - hilfsbereit und zuvorkommend.,0.88,positive
A452B0D8-44D7-EE11-904C-000D3A67B052,0.01,0.1,0.89,positive,0.98,0.02,0,Zimmer,sauber,"Die Zimmer sind etwas in die Jahre gekommen, aber alles ist immer top sauber! ",0.88,positive
E480BC50-B8F4-EE11-A1FD-002248A3D195,0.08,0.22,0.7,positive,0.85,0.13,0.02,Lage,ruhig,Durch die Lage ist es sehr ruhig.,0.62,mixed
2221088B-6BD7-EE11-904C-000D3A67B052,0.02,0.89,0.1,neutral,0.12,0.86,0.02,Personal,zuvorkommendes," HOTEL: In diesem Hotel ist alles vereint: Luxus, Ruhe, Unterhaltung, freundliches und zuvorkommendes Personal, Spiel und Spaß für junge und ältere Menschen, also für jeden perfekt ?? FOOD: Trotz vieler Gäste, niemals überlaufen Kein Gefühl von Massenabfertigung SPORT: Hier ist für jeden was dabei Wer da nichts findet, ist mit nichts in der Welt zufrieden. ",0.08,neutral
64E1D628-23FA-EE11-A1FE-002248A2F5F4,0.01,0.07,0.92,positive,0.99,0.01,0,Ambiente,tolles,"Haben uns sehr wohl gefühlt, tolles Ambiente und sehr gastfreundlich. ",0.91,positive
6A8D5853-B5F4-EE11-A1FD-002248A3D3C7,0.02,0.18,0.8,positive,0.69,0.28,0.03,Anlage,Super,"\nHOTEL: Super Anlage, sie ist groß aber doch nicht so groß das man weit laufen muss. ",0.78,positive
82C75E3C-8305-EF11-9F89-6045BDDDFB2D,0,0.02,0.98,positive,0.98,0.02,0,Hotel,gute,Allgemein sehr gute Hotel,0.98,positive
DA82B9ED-9C05-EF11-9F89-000D3ADA83DF,0.07,0.14,0.79,neutral,0.01,0.98,0.01,Snacks,Vielfältiges Angebot,"Sogar nachos, Salzstangen und Schokolade gibt es. ",0.72,mixed
6D6D46CB-36FA-EE11-A1FE-002248A3D195,0.01,0.15,0.84,neutral,0.01,0.91,0.08,Kinderbetreuung,nicht in Anspruch genommen,"Außerdem gibt es eine Kinderbetreuung, die wir allerdings nicht in Anspruch genommen haben. ",0.83,positive
8F7DAE35-2BFA-EE11-A1FE-002248A2F5F4,0.01,0.44,0.55,neutral,0.03,0.96,0.01,Terasse,saubere,"Verschiedene Restaurants sollten alle Gerichtspr?ferenzen erfüllen.\nFOOD: Grosse Auswahl für hedes Geschmack\nSPORT: Super Aquapark, zahlreiche Schwimmbaden, Fitness, attraktive Shows am Abends \nSERVICE: Sehr freundliche und professionele Mitarbeiter\nROOM: Bequeme und saubere Zimmer, Bad und Terasse",0.54,positive
17A255C5-AFFF-EE11-9F89-0022489CFF41,0.09,0.22,0.69,positive,0.52,0.42,0.05,Zimmer,geräumig,"An der Rezeption, Bar und Rezeption fühlten wir uns sehr gut aufgehoben.\nROOM: Das Zimmer war sehr geräumig. ",0.6,mixed
FA07E683-9EFF-EE11-9F89-0022489CFF41,0.01,0.06,0.93,positive,0.97,0.03,0,Gästebetrrung,hilfsbereit,"Einen besonderen Dank an Fatma von der Gästebetrrung , da Sie zu jeder Zeit ein Ohr für die Gäste hat und sehr hilfsbereit ist. ",0.92,positive
FB812DEE-49D7-EE11-904C-000D3A67B052,0.01,0.08,0.92,positive,0.93,0.07,0.01,Zimmer,top,Zimmer top modern eingerichtet und genügend platz.,0.91,positive
27F34E00-6CD7-EE11-904C-000D3A67B052,0,0.05,0.94,positive,0.91,0.08,0.01,Hotel,perfektes,HOTEL: Ein absolut perfektes Hotel welches keine Wünsche offen lässt egal für welches Alter.,0.94,positive
C44E9DC8-9AD3-EE11-9079-000D3AD7FCED,0.62,0.25,0.13,neutral,0.01,0.98,0.01,Hotel amigo rancho luna,positiv,Bericht Hotel Amigo Rancho Luna Kuba Veranstalter A17.,-0.49,mixed
2ED03A3E-8305-EF11-9F89-7C1E52217B47,0.01,0.09,0.9,neutral,0.45,0.54,0.02,Animation,Super,"Super Geschmack.\nSPORT: Super Animation am Pool\nSERVICE: Lieb und aufmerksam\nROOM: Geräumig, zwei Zimmer mit Doppelbett und zwei Einzelbetten. ",0.89,positive
C950FE77-62D7-EE11-904C-000D3A67B052,0.02,0.11,0.87,positive,0.87,0.11,0.02,Personal,freundlich,HOTEL: Personal gibt sich viel Mühe und ist wirklich seht freundlich.,0.85,positive
055CE280-5ED7-EE11-904C-000D3A67B052,0.39,0.21,0.39,neutral,0.11,0.78,0.11,Hotel,entsprach dem Preis," HOTEL: Das Hotel entsprach insgesamt dem, was man für den geringen Preis erwarten kann. ",0,mixed
75CC1B96-3BFA-EE11-A1FE-0022489EDBA9,0.06,0.2,0.75,neutral,0.04,0.92,0.04,Alternativen,vorhanden,aber es gibt ja noch Alternativen...,0.69,mixed
7A7A1466-9BE9-EE11-904C-0022489ED1EB,0.43,0.31,0.26,neutral,0.29,0.69,0.02,A-touristik,unzureichende Hilfeleistung,"Sehr geehrte Damen und Herren,danke für Ihr unten nachfolgendes Mail.Ich selbst hatte vom Schiff aus das entsprechende Mail vom 14.03.2024 mehrfach an die A-Touristik geschickt und es kam immer derHinweis zurück, dass wir uns an den Reiseveranstalter wenden sollen bei welchem wir die Reise gebucht haben.",-0.17,mixed
F8B83041-1BE4-EE11-904C-002248A3D195,0.74,0.23,0.03,negative,0.03,0.23,0.74,Urlaub,Nie wieder,A - Alles außer Urlaub.Nie wieder.,-0.71,negative
8448CD2A-B705-EF11-9F89-0022489BF1DD,0.01,0.12,0.86,positive,0.93,0.06,0.01,Personal,freundlich,Das gesamte Personal ist äußerst zuvorkommend und freundlich.,0.85,positive
FE791466-9BE9-EE11-904C-0022489ED1EB,0.48,0.23,0.28,neutral,0.33,0.57,0.09,Reise,negativ,"Wir werden ganz sicher darauf achten, bei unserer nächsten Reise A zu meiden!!!",-0.2,mixed
112C8DBC-1C05-EF11-9F89-000D3ABA505B,0,0.03,0.97,neutral,0.15,0.83,0.02,Willkommenheit,positiv,Man fühlt sich willkommen.\nFOOD: Es hat eine grosse Auswahl.,0.97,positive
6D6D46CB-36FA-EE11-A1FE-002248A3D195,0.01,0.15,0.84,positive,0.91,0.09,0.01,Anlage,modern,"Die gesamte Anlage macht einen sehr gepflegten Eindruck, ist liebevoll und modern gestaltet.",0.83,positive
55F7E42E-3AFA-EE11-A1FE-0022489AE2FC,0.29,0.09,0.62,positive,0.97,0.02,0,Pizza,leckere,"Besonders leckere Pizza und Grill gibt es im Block B. Es schmeckt nicht nur super lecker, auch die Bedienung ist sehr nett und freundlich. ",0.33,mixed
7DB9DFC8-22FA-EE11-A1FE-002248A3D3C7,0.34,0.26,0.4,neutral,0.28,0.69,0.03,Köchin,besonders,"Besonders die Köchin Stella, im Service Kuzumbu, Hope, mein Roomcleaner Chombo.....",0.06,mixed
7D47A833-68D7-EE11-904C-000D3A67B052,0.37,0.1,0.53,negative,0,0.03,0.97,Uns,enttäuschend,Für uns war es sehr enttäuschend.,0.16,mixed
6284F24F-8305-EF11-9F89-6045BDDF439F,0.45,0.12,0.43,neutral,0.04,0.95,0.01,Fuß,wichtig,Allerdings sollte man gut zu Fuß unterwegs sein.,-0.02,mixed
BB66581D-F105-EF11-9F89-6045BDDF439F,0.01,0.07,0.93,positive,0.99,0.01,0,Essen,gut,"Das Essen war sehr gut und abwechslungsreich, das Animationsteam war ebenfalls super ... ",0.92,positive
7637DD72-1CFA-EE11-A1FE-0022489AE2FC,0.24,0.22,0.54,neutral,0.01,0.99,0,Fkk bereich,nutzbar,Auf dem Dach hat man die Möglichkeit den FKK Bereich zu benutzen.,0.3,mixed
A72179A1-A7FF-EE11-9F89-7C1E52217B47,0.34,0.1,0.56,positive,0.72,0.26,0.02,Urlaub,genießen,"Dank ihm begannen wir, die letzten Tage unseres Urlaubs zu genießen.",0.22,mixed
98074544-1FFA-EE11-A1FE-0022489AE2FC,0.01,0.08,0.91,positive,0.99,0.01,0,Zimmer,sauber,Das Zimmer war sehr sauber und hatte schöne Ausstattung.Die Mitarbeiter sind freundlich.,0.9,positive
ADFE6914-9BDE-EE11-904C-002248A3D195,0.74,0.25,0.01,neutral,0.25,0.71,0.04,Zimmer,nicht erhalten,"Wieder wurde mir versichert, dass Sie sich darum kümmern das wir ein Zimmer bekommen für 4 Personen wie wir es gebucht haben. ",-0.73,negative
ED3962AB-F005-EF11-9F89-6045BDDF439F,0.01,0.22,0.77,positive,0.62,0.36,0.01,Essen,vielfältig,"nächstes Jahr wieder.\nFOOD: Das Essen war vielfältig und abwechslungsreich\nSPORT: Ismail ist der bester Animateur :)\nSERVICE: Sehr freundlich, zugewandtes Personal",0.76,positive
5C21AF08-9CFF-EE11-9F89-7C1E52217B47,0.76,0.18,0.06,negative,0.02,0.21,0.77,vol,erreur,15 familles françaises avec enfants en bas âge bloqués à l’aéroport d’Hurghada en ce moment car erreur de A sur le vol.,-0.7,negative
A93F5595-3205-EF11-9F89-000D3AB55801,0.01,0.13,0.86,positive,0.98,0.01,0,garten,sauber,"\nGENERAL: Seht gute hotel, zimmer sauber und schön, Bedienung super, garten und Pool sauber uns schön gepflegt. ",0.85,positive
21DC484D-20FA-EE11-A1FE-0022489AE2FC,0.32,0.13,0.55,positive,0.98,0.02,0.01,Frühstück,gut,"Das Frühstück war wirklich gut, ich denke für jeden etwas passendes dabei. ",0.23,mixed
49D58EF2-1AD9-EE11-904B-002248A3D195,0.98,0.02,0,neutral,0.01,0.91,0.08,Kunde,desinteressiert,Es wird sich nicht für den einzelnen Kunden interessiert das wurde mehr als deutlich gemacht.,-0.98,negative
0C2AB478-B705-EF11-9F89-000D3AB47452,0.4,0.18,0.41,neutral,0.01,0.98,0.01,Pina colada,mit Milch gemischt,Pina colada wird mit Milch gemischt.,0.01,mixed
2F0C4C57-3AFA-EE11-A1FE-002248A3D3C7,0.01,0.09,0.91,positive,0.9,0.09,0.01,Hotel,weiterempfohlen,Dieses Hotel wurde uns über Bekannte weiterempfohlen .\nLOCATION: Die Anfahrt dauerte nur ca. 30min vom Flughafen \nSERVICE: Die Servicekräfte waren sehr aufmerksam und zuvorkommend.,0.9,positive
0177A6BC-9BF4-EE11-A1FD-002248A3D195,0.07,0.09,0.84,positive,0.97,0.03,0.01,Lage,optimal,Die Lage ist optimal.,0.77,mixed
64863895-2DFA-EE11-A1FE-002248A2F5F4,0.01,0.17,0.82,positive,0.97,0.03,0,Lage,Wunderbare,\nHOTEL: Wunderbare Lage- ein kleines Naturparadies mit sehr freundlichen Angestellten.,0.81,positive
EF30F380-3CFA-EE11-A1FE-0022489EDBA9,0.01,0.16,0.83,positive,0.73,0.25,0.02,Poolanlage,schöne,"\nHOTEL: Wir waren das dritte mal hier und das war nicht das letzte Mal:) Tolles Hotel, sehr sauber, freundliches Personal, tolles abwechslungsreiches Essen, schöne Poolanlage für groß und klein, zum Strand fährt aller 15 min ein Shuttle, auch zu Fuß schnell erreichbar ca 5-7 min\nFOOD: Das Essen war wieder sehr lecker und abwechslungsreich. ",0.82,positive
85B33912-28FA-EE11-A1FE-002248A3D195,0.01,0.18,0.81,neutral,0.25,0.71,0.04,Abendessen,leckeren,\nFOOD: Wir hatten Halbpension und wurden am Abend mit einem leckeren Abendessen verwöhnt.,0.8,positive
92A75A90-1DFA-EE11-A1FE-002248A3D195,0.01,0.13,0.86,positive,0.81,0.18,0.01,Hotel,modern,\nHOTEL: Sehr schönes Hotel sehr groß zum spazieren gehen und modern.,0.85,positive
730F8AF1-3EFA-EE11-A1FE-002248A3D3C7,0.02,0.13,0.86,positive,0.72,0.27,0.01,Personal,höflichem,\nHOTEL: Albatros Palace ist ein großes aber auch gemütliches Hotel mit angenehmer Atmosphäre und höflichem Personal.,0.84,positive
D36CDFDA-3BFA-EE11-A1FE-002248A3DC4F,0.01,0.06,0.92,positive,0.86,0.11,0.04,Wir,positiv,Wir kommen auf jeden Fall wieder!,0.91,positive
0CB84A65-9BE9-EE11-904C-000D3A6834B4,0.64,0.3,0.06,negative,0.01,0.08,0.92,Funktionieren des hotels,keine Informationen,Aucune info sur le fonctionnement de l hôtel rien.,-0.58,negative
A6DF5A96-23FA-EE11-A1FE-002248A3DC4F,0.15,0.09,0.76,positive,0.97,0.03,0,Mitarbeiter,aufmerksam,"\nHOTEL: Service top, alle Mitarbeiter des Hotels sind sehr freundlich und aufmerksam. ",0.61,mixed
9DE98ADC-9CF4-EE11-A1FD-002248A2F5F4,0.05,0.14,0.8,neutral,0.12,0.87,0.02,Hotel,schönes,\nHOTEL: Das delphin Diva ist schönes Familien Hotel ordentl.,0.75,positive
BB274AD0-9C05-EF11-9F89-7C1E52217B47,0.3,0.16,0.54,neutral,0.03,0.94,0.03,Pools,beheizt,Es waren 3 von 5 Pools beheizt..,0.24,mixed
FE791466-9BE9-EE11-904C-0022489ED1EB,0.48,0.23,0.28,neutral,0.02,0.97,0.02,Flugzeit,halbwegs akzeptable,"Wir hatten etliche Versuche unternommen, um eine halbwegs akzeptable Flugzeit zu erhalten. ",-0.2,mixed
FA60E23C-8305-EF11-9F89-0022489CFF41,0.3,0.16,0.54,negative,0.17,0.04,0.79,Anlage,toller,"\nGENERAL: Sehr schönes Hotel,mit toller Anlage vielen Möglichkeiten und schönen Zimmern, aber leider schlechtem Service und totem Riff!!",0.24,mixed
27BE3AF5-9C05-EF11-9F89-000D3A692B3A,0.15,0.13,0.72,neutral,0.09,0.89,0.02,Pizza- und pastabar,neu gebaut,Die Pizza- und Pastabar ist neu gebaut.,0.57,mixed
D7F27D3F-8305-EF11-9F89-000D3AB55801,0.01,0.32,0.67,positive,0.65,0.34,0.01,Koktails,Leckere,Leckere Koktails in der Bar 24 Std lang.\nSERVICE: Sehr aufmerksam und freundlich,0.66,positive
ADD9BD2E-1CFA-EE11-A1FE-002248A2F5F4,0,0.02,0.98,positive,0.98,0.02,0,Anlage,ansprechende,"\nHOTEL: schönes Mittelklassehotel direkt am Strand, ausreichend Liegen und Schattenplätze vorhanden, ansprechende Anlage (nicht ganz neu, jedoch gepflegt), freundliches und sehr aufmerksames Personal, mit Blick auf den Ozean zu frühstücken habe ich sehr genossen ",0.98,positive
155B4F13-1DFA-EE11-A1FE-002248A3D3C7,0.01,0.16,0.83,neutral,0.21,0.76,0.02,Aussenpool,beheizt,Dieses mal sogar noch ein (dritte) beheizte Aussenpool!,0.82,positive
BE67996E-33FA-EE11-A1FE-002248A3D3C7,0.01,0.08,0.9,positive,0.98,0.02,0,Verbindung,gute,"Schnelle und gute Verbindung mit Bus und Taxi überall hin nach Belek, Antalya etc.",0.89,positive
51CD9AD9-3BFA-EE11-A1FE-0022489AE2FC,0.18,0.16,0.66,positive,0.56,0.42,0.02,Auswahl,gute,Es gab immer eine gute Auswahl und es war für jeden etwas dabei.,0.48,mixed
4607C0C4-9FF4-EE11-A1FD-002248A3D3C7,0.01,0.25,0.73,neutral,0.42,0.57,0.01,Hotel,Erstklassiges,\nHOTEL: Erstklassiges Hotel in direkter Strandlage mit schöner Poollandschaft.,0.72,positive
39F1FDEA-39FA-EE11-A1FE-002248A3D3C7,0.02,0.18,0.8,positive,0.97,0.03,0,Reception,nette,sehr nette Leute an der Reception..,0.78,positive
C81B1134-27FA-EE11-A1FE-002248A3D195,0.17,0.11,0.72,positive,0.96,0.03,0,Interieur Design,schön,Das Interieur Design was sehr schön sowie die Ganze Anlage und der Ausblick.,0.55,mixed
D14B4179-3205-EF11-9F89-7C1E52217B47,0.01,0.1,0.89,neutral,0.08,0.9,0.01,Ausflüge,hilfreiche Tipps,Tips für Ausflüge haben wir auch bekommen.,0.88,positive
4D333BD7-9C05-EF11-9F89-000D3ABA505B,0.01,0.32,0.67,positive,0.69,0.29,0.02,Essen,Tolles,\nGENERAL: Tolles Essen nettes Personal.,0.66,positive
52D56049-36FA-EE11-A1FE-0022489EDBA9,0,0.02,0.98,positive,0.98,0.02,0,Essen,gutes,"\nHOTEL: Sehr gutes Essen, Bedienung sehr gut und zuvorkommend. ",0.98,positive
1FF027ED-1AD9-EE11-904B-002248A3D3C7,0.86,0.13,0.01,negative,0.03,0.41,0.55,A mitarbeiter,nicht erschienen,"Am nächsten Tag standen wir an der Lobby und warteten knappe 3 std auf den A Mitarbeiter, natürlich kam auch keiner! ",-0.85,negative
9611C0B5-9C05-EF11-9F89-7C1E522142B7,0.01,0.1,0.89,positive,0.99,0,0,Wanderungen,schönen,"Sehr schöner Kurpark, genau am Patscherkofel mit schönen Wanderungen. ",0.88,positive
9DB7963A-2CFA-EE11-A1FE-0022489EDBA9,0.17,0.18,0.65,positive,0.63,0.35,0.02,Mitarbeiter,nett,"Überall sind viele Mitarbeiter unterwegs, welche trotz der Größe des Hotels und der vielen Menschen (über 600 Zimmer) super nett sind.\nROOM: Die Zimmer waren geräumig und genug Platz um Dinge zu verstauen. ",0.48,mixed
A8C3AF5F-23FA-EE11-A1FE-002248A2F5F4,0.06,0.16,0.79,neutral,0.02,0.66,0.31,Tischkicker,Schäden,"Der Tischkicker sollte allerdings mal ausgetauscht werden, da dieser schon Schäden aufweist, das selbe bei den Tischtennis Schlägern.\nLOCATION: Da das Hotel etwas außerhalb liegt, muss man mit längeren Transfers rechnen. ",0.73,positive
FA4B4605-21FA-EE11-A1FE-0022489AE2FC,0.01,0.13,0.86,positive,0.89,0.1,0.01,Aufenthalt,großartiger,\nHOTEL: Ein großartiger und erholsammer Aufenthalt mit außergewöhnlich herzlichem und zuvokommendem Service.,0.85,positive
E380D7B3-32FA-EE11-A1FE-0022489EDBA9,0.01,0.92,0.07,neutral,0.07,0.92,0.01,Empty,Empty,,0.06,neutral
C9385CD6-9C05-EF11-9F89-0022489CFF41,0.01,0.09,0.9,positive,0.99,0.01,0,Pools,Tolle,"Tolle Pools, sehr abwechslungsreich. ",0.89,positive
18AC2DA3-6905-EF11-9F89-0022489CFF41,0.02,0.11,0.87,positive,0.81,0.13,0.06,Wiederkommen,positiv,Wir werden auf jeden Fall wiederkommen.,0.85,positive
7A7A1466-9BE9-EE11-904C-0022489ED1EB,0.43,0.31,0.26,positive,0.94,0.05,0.01,Essen,gut,Das Essen uns die Leistungen auf dem Schiff waren gut bis sehr gut.,-0.17,mixed
40AAE860-9BE9-EE11-904C-002248A3DC4F,0.44,0.27,0.29,negative,0.02,0.26,0.73,Kunden,verärgerten,"Das A seinen Vertrag aber nicht erfüllt hat, vergisst das Unternehmen zur Gänze.Traurig das man einer von vielen geprellten und verärgerten Kunden ist.",-0.15,mixed
5A282972-B705-EF11-9F89-000D3ABA505B,0.01,0.09,0.9,positive,0.96,0.04,0,Service,klasse,\nGENERAL: Super klasse hotel und klasse Service.,0.89,positive
41CC6163-D205-EF11-9F89-000D3ADA83DF,0.15,0.12,0.73,positive,0.99,0,0,Bedienung,freundlich,Bedienung super freundlich und zuvorkommend.,0.58,mixed
16BD248B-1BEF-EE11-904B-002248A3D3C7,0.74,0.25,0.01,negative,0.01,0.44,0.55,Transfer,verpassten,So verpassten wir den Transfer zum Flughafen und unseren Rückflug nach Hannover.,-0.73,negative
F7812DEE-49D7-EE11-904C-000D3A67B052,0.62,0.28,0.1,neutral,0.14,0.57,0.29,Hotel,meiden,HOTEL: Wer nachts Ruhe haben will sollte das Hotel meiden.,-0.52,negative
4B38C568-47D7-EE11-904C-000D3A67B052,0.01,0.13,0.86,positive,0.99,0.01,0,Personal,bemüht,Das Personal ist sehr bemüht und freundlich.,0.85,positive
47736E77-B705-EF11-9F89-000D3AB03A02,0.06,0.25,0.68,positive,0.9,0.09,0.01,Entwicklungsfeld,noch vorhanden,"Das fand ich total nett und ich sage auch an dieser Stelle noch einmal herzlichen Dank.Ja, wo liegt jetzt noch ein Entwicklungsfeld? ",0.62,mixed
E2F6269A-A8F4-EE11-A1FD-002248A3D195,0.01,0.11,0.88,positive,0.86,0.13,0.01,Zeit,sehr schön,Wir haben eine sehr schöne Zeit gehabt das wir schon am überlegen sind so schnell wie möglich wieder zu kommen .,0.87,positive
BCAE7AE0-1CFA-EE11-A1FE-0022489AE2FC,0.01,0.15,0.84,positive,0.95,0.04,0.01,Restaurants,super,"Die Restaurants fand ich alle super, vor allem das 4 Corners war unser Favorit für essen und Getränke.",0.83,positive
19585CD0-1C05-EF11-9F89-000D3AB55801,0.15,0.12,0.73,positive,0.98,0.02,0,Rollstuhlfahrer,gut,"\nGENERAL: Sehr schönes Hotel, sehr sauber und für Rollstuhlfahrer sehr gut geeignet barrierefrei. ",0.58,mixed
AD867181-B2F4-EE11-A1FD-002248A3D195,0.01,0.07,0.92,positive,0.97,0.02,0,Personal,nett,Das Personal war ausgesprochen nett und freundlich.,0.91,positive
CFFC30FD-21FA-EE11-A1FE-0022489EDBA9,0.01,0.11,0.88,positive,0.83,0.15,0.02,Esma,beeindruckt,Wir sind so beeindruckt von Esma und ihre Arbeit die sie mit Liebe macht !,0.87,positive
AF323441-8305-EF11-9F89-6045BDDF0E33,0.01,0.13,0.86,positive,0.98,0.01,0,garten,sauber,"\nGENERAL: Seht gute hotel, zimmer sauber und schön, Bedienung super, garten und Pool sauber uns schön gepflegt. ",0.85,positive
CBCDD7A8-2CFA-EE11-A1FE-0022489AE2FC,0.17,0.14,0.69,negative,0.33,0.21,0.46,Zimmer,Traum,"Wellnesbereich war entäuschend,wir hätten uns mehr erwartet !nur eine Sauna,schlechte luft im gesamten Bereich \nLOCATION: Fahrt vom Flughafen nur ca 20 min ?? ,Anlage liegt aber im niergendwo.\nSERVICE: 1000 Punkte,das Personal ist durwegs der Hammer ??\nROOM: Zimmer ein Traum",0.52,mixed
F9482F32-2CFA-EE11-A1FE-0022489AE2FC,0.16,0.17,0.67,neutral,0.28,0.69,0.03,Indoor Pool,ideal,\nSPORT: Für mich war nach langen Wanderungen im April das kleine Dampfbad und der Indoor Pool ideal.,0.51,mixed
F7F1ADB1-AAF4-EE11-A1FD-000D3A6834B4,0.3,0.22,0.47,positive,0.73,0.26,0.02,Hotel,positiven Erfahrungen,"\nHOTEL: Aufgrund der positiven Erfahrungen eines früheren Aufenthaltes haben wir beschlossen, unseren Familienurlaub wieder in diesem Hotel zu verbringen.",0.17,mixed
68424F64-D205-EF11-9F89-000D3ADD6772,0.01,0.06,0.93,positive,0.93,0.06,0.01,personal,freundlich,\nGENERAL: Super sehr freundlich personal sauberes Hotel Einkauf möglich keiten in der Nähe Essen schmeckt sehr gut nicht das typische Hotel essen einfach nur weiterempfehlung,0.92,positive
214D7D3C-6A05-EF11-9F89-6045BDDF439F,0.03,0.1,0.87,positive,0.66,0.27,0.07,Berichte,positiv,Nur positives zu berichten!,0.84,positive
0A25D298-3205-EF11-9F89-0022489CFF41,0,0.03,0.97,neutral,0.19,0.79,0.02,Essen,jederzeit möglich,"Man hat jederzeit die Möglichkeit etwas zu essen.\nSPORT: Das Hotel bietet viele Spiele, aber man kann auch einfach den Strand geniessen.\nLOCATION: Zum Flughafen sehr nah. ",0.97,positive
CEEE590F-B705-EF11-9F89-000D3ADD6772,0.1,0.16,0.74,positive,0.99,0.01,0,Ausstattung,zweckmäßig,"Die Ausstattung war geschmackvoll und zweckmäßig, der Blick vom Balkon aufs Meer war traumhaft. ",0.64,mixed
A76D7356-47D7-EE11-904C-000D3A67B052,0.18,0.08,0.73,positive,0.99,0.01,0,Personal,freundlich,Personal sehr freundlich und zuvorkommend.,0.55,mixed
7DCA436B-4B05-EF11-9F89-000D3ABA505B,0.01,0.12,0.87,positive,0.99,0.01,0,Leute,nette,Der Service ist hervorragend super nette Leute die keine Wünsche offen lassen.,0.86,positive
CDD7228E-3EFA-EE11-A1FE-0022489AE2FC,0.35,0.22,0.43,positive,0.82,0.14,0.03,Frühstück,sehr große Auswahl,Frühstück sehr große Auswahl.,0.08,mixed
17C7D94A-1EFA-EE11-A1FE-0022489AE2FC,0.4,0.19,0.41,neutral,0.02,0.87,0.11,Matratzenschoner,keine vorhanden,Keine Matratzenschoner.,0.01,mixed
